Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-08,16.308,6.439,0.000,10.825,16.000,16.300,16.600,5.900,6.400,7.000,10.438,10.846,11.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.825,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-09,16.939,7.637,0.000,11.320,16.300,17.000,17.500,6.900,7.600,8.400,10.833,11.354,11.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.320,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-10,12.145,6.957,0.137,9.344,10.700,11.900,13.800,6.000,7.000,7.800,8.592,9.183,10.404,0.000,0.000,0.300,1.961,0.000,0.000,0.000,7.344,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-11,13.655,6.704,0.520,9.732,12.000,13.400,15.700,4.700,6.800,8.700,8.417,9.879,11.096,0.000,0.000,2.100,15.686,1.961,0.000,0.000,7.732,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-12,12.959,5.357,0.014,8.604,11.100,12.900,15.300,3.900,5.300,7.100,7.671,8.463,9.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.604,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-13,14.986,4.506,0.010,9.115,12.700,14.800,17.500,2.100,4.300,7.100,7.175,9.008,11.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.115,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
2026-07-14,16.653,7.194,0.082,11.446,14.600,16.600,18.300,5.200,7.000,9.600,9.975,11.333,13.046,0.000,0.000,0.100,3.922,0.000,0.000,0.000,9.446,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-34.000,-60.500,70.000,2026-07-08T20:05:56+00:00
