Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-12,11.853,5.251,0.000,8.473,11.200,11.800,12.700,4.700,5.200,6.000,7.817,8.492,9.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.473,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-13,13.575,3.659,0.000,7.951,13.100,13.600,14.000,2.900,3.600,4.500,7.396,7.975,8.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.951,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-14,15.361,6.720,0.000,10.471,14.900,15.400,16.000,6.100,6.700,7.200,10.088,10.475,10.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.471,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-15,16.796,10.135,0.000,13.533,15.900,16.700,17.700,9.100,10.200,11.000,12.958,13.471,14.179,0.000,0.000,0.600,0.216,0.000,0.000,0.000,0.000,11.533,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-16,21.051,14.986,0.200,17.519,19.500,21.400,22.500,14.000,15.100,15.800,16.300,17.621,18.329,0.000,0.200,1.600,0.629,13.725,3.922,0.000,0.000,15.519,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-17,19.678,14.373,9.300,16.829,16.700,19.400,22.300,12.400,14.700,15.900,15.167,16.512,18.517,1.500,9.300,20.100,10.776,96.078,68.627,37.255,3.922,14.829,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
2026-07-18,16.212,9.986,1.800,13.164,14.500,16.200,18.200,7.400,9.800,12.500,11.388,13.317,14.796,0.200,1.800,17.400,5.939,66.667,29.412,17.647,1.961,11.164,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-12T19:41:55+00:00
