Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-13,12.969,2.522,0.000,7.111,12.700,13.000,13.200,2.300,2.500,2.900,6.883,7.125,7.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.111,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-14,15.053,6.380,0.000,10.216,14.400,15.100,15.800,6.000,6.400,6.800,9.846,10.233,10.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.216,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-15,16.629,10.047,0.000,13.379,15.700,16.600,17.900,9.200,10.000,10.800,12.817,13.392,13.812,0.000,0.000,0.900,0.306,9.804,0.000,0.000,0.000,11.379,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-16,20.180,14.522,0.200,16.922,18.700,20.200,22.000,13.400,14.700,15.400,16.200,16.883,17.800,0.000,0.200,1.800,0.451,13.725,0.000,0.000,0.000,14.922,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-17,20.147,14.620,9.300,17.194,17.900,20.300,22.200,13.700,14.800,15.800,16.179,17.238,18.175,2.100,9.300,18.600,10.767,90.196,78.431,39.216,3.922,15.194,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-18,17.665,11.710,0.800,14.483,15.300,17.600,20.600,9.400,11.800,14.200,12.958,14.275,16.400,0.000,0.800,6.600,2.076,39.216,15.686,5.882,0.000,12.483,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
2026-07-19,14.924,8.853,2.200,11.804,13.100,14.800,17.300,6.600,8.800,10.700,10.188,11.729,13.683,0.000,2.200,11.400,4.108,80.392,23.529,13.725,1.961,9.804,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-13T20:00:36+00:00
