Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-26,19.575,8.771,0.000,13.766,18.900,19.600,20.300,7.700,8.800,9.600,13.088,13.854,14.300,0.000,0.000,0.100,0.037,0.000,0.000,0.000,0.000,11.766,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-07-27,20.063,12.312,0.000,15.253,18.600,20.200,21.200,11.700,12.300,12.900,14.792,15.287,15.800,0.000,0.000,0.900,0.294,9.804,0.000,0.000,0.000,13.253,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-07-28,18.576,11.131,0.200,14.297,16.600,18.700,19.800,9.900,11.100,12.400,13.546,14.271,15.350,0.000,0.200,3.700,1.680,21.569,5.882,5.882,0.000,12.297,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-07-29,16.604,8.512,0.500,11.902,14.900,16.400,18.400,7.100,8.400,9.900,10.383,11.717,13.746,0.000,0.500,7.800,2.702,43.137,17.647,9.804,0.000,9.902,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-07-30,16.994,6.720,0.000,11.350,15.500,17.100,18.300,5.400,6.600,8.100,9.888,11.583,12.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.350,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-07-31,19.184,11.184,2.400,14.874,16.100,19.700,21.900,8.700,11.400,13.500,12.654,15.042,17.350,0.300,2.400,15.600,5.361,76.471,29.412,17.647,1.961,12.874,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
2026-08-01,19.949,11.422,2.000,15.439,18.300,20.200,21.100,9.800,11.200,13.200,14.287,15.650,16.646,0.000,2.000,12.800,4.310,60.784,25.490,13.725,1.961,13.439,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-26T11:52:26+00:00
