Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-23,14.575,6.061,0.000,10.381,13.600,14.400,15.500,5.400,6.000,6.700,9.942,10.354,10.950,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,8.381,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-24,17.216,10.035,0.900,12.995,16.500,17.300,18.000,9.000,10.200,11.000,12.492,13.000,13.304,0.000,0.900,2.700,1.102,41.176,0.000,0.000,0.000,10.995,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-25,17.522,8.433,0.000,12.494,16.400,17.600,18.700,7.300,8.400,9.800,11.587,12.458,13.312,0.000,0.000,0.300,0.131,1.961,0.000,0.000,0.000,10.494,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-26,20.018,9.484,0.000,14.085,19.300,20.100,20.800,8.300,9.200,11.400,13.179,14.117,14.908,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,12.085,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-27,21.616,12.818,0.000,16.374,20.300,21.700,22.900,11.600,12.700,14.300,15.333,16.421,17.167,0.000,0.000,0.300,0.216,3.922,0.000,0.000,0.000,14.374,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-28,19.025,12.425,3.000,15.415,16.400,19.000,21.300,10.100,12.800,14.500,13.446,15.696,17.371,0.000,3.000,15.800,5.600,70.588,37.255,23.529,0.000,13.415,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
2026-07-29,15.443,8.402,1.000,11.609,13.500,15.200,17.800,7.000,8.100,10.400,10.071,11.333,13.621,0.000,1.000,7.800,2.490,50.980,15.686,7.843,0.000,9.609,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-34.000,-60.500,70.000,2026-07-23T12:11:25+00:00
