Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-04,17.800,11.500,0.000,14.092,17.665,11.512,14.112,0.000,16.800,17.800,18.400,10.900,11.500,12.100,13.550,14.092,14.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.092,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-05,17.400,10.600,0.000,13.525,17.143,10.698,13.595,0.110,15.600,17.400,18.300,9.600,10.600,11.700,12.867,13.525,14.592,0.000,0.000,0.300,0.000,0.000,0.000,0.000,11.525,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-06,13.800,7.500,23.100,11.842,13.892,7.580,11.731,24.349,13.000,13.800,15.400,6.100,7.500,8.900,10.750,11.842,12.662,10.500,23.100,41.100,100.000,100.000,90.196,25.490,9.842,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-07,13.300,3.300,0.000,7.987,13.380,3.224,7.999,0.006,12.900,13.300,13.800,2.300,3.300,4.000,7.646,7.987,8.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.987,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-08,13.500,5.200,0.000,8.492,13.645,5.145,8.546,0.100,12.400,13.500,15.100,4.200,5.200,6.000,7.821,8.492,9.263,0.000,0.000,0.600,0.000,0.000,0.000,0.000,6.492,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-09,12.400,2.900,0.000,6.942,12.363,2.975,7.039,0.000,11.300,12.400,13.400,1.700,2.900,3.900,6.242,6.942,7.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.942,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
2026-08-10,11.100,2.100,0.000,5.746,11.133,2.202,5.768,0.000,10.100,11.100,12.500,1.100,2.100,3.400,4.871,5.746,6.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.746,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-34.000,-60.500,70.000,2026-08-04T20:10:15+00:00
